"Born 1951 Director father. Was a succesful model before returning to film. Won Supporting Actress Oscar in Prizzi's Honor", "Anjelica Huston"
"Born July 30, 1947, he starred in the movie Raw Deal - 1986", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Red Heat - 1988", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Red Sonja - 1985", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Scavenger Hunt - 1979", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Shape Up With Arnold - 1982", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Stay Hungry - 1976", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie The Jayne Mansfield Story - 1980", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie The Long Goodbye - 1973", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie The Running Man - 1987", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie The Terminator - 1984", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie The Villain - 1979", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Total Recall - 1990", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie True Lies - 1994", "arnold schwarzenegger"
"Born July 30, 1947, he starred in the movie Twins - 1988", "arnold schwarzenegger"
"Born July 31, 1962, he starred in the movie Blade - 1998", "wesley snipes"
"Born July 31, 1962, he starred in the movie Boiling Point - 1993", "wesley snipes"
"Born July 31, 1962, he starred in the movie Demolition Man - 1993", "wesley snipes"
"Born July 31, 1962, he starred in the movie Down in the Delta - 1998", "wesley snipes"
"Born July 31, 1962, he starred in the movie Drop Zone - 1995", "wesley snipes"
"Born July 31, 1962, he starred in the movie Jungle Fever - 1991", "wesley snipes"
"Born July 31, 1962, he starred in the movie King of New York - 1989", "wesley snipes"
"Born July 31, 1962, he starred in the movie Major League - 1989", "wesley snipes"
"Born July 31, 1962, he starred in the movie Mo' Better Blues - 1990", "wesley snipes"
"Born July 31, 1962, he starred in the movie Money Train - 1995", "wesley snipes"
"Born July 31, 1962, he starred in the movie Murder at 1600 - 1997", "wesley snipes"
"Born July 31, 1962, he starred in the movie New Jack City - 1991", "wesley snipes"
"Born July 31, 1962, he starred in the movie One Night Stand - 1997", "wesley snipes"
"Born July 31, 1962, he starred in the movie Passenger 57 - 1992", "wesley snipes"
"Born July 31, 1962, he starred in the movie Rising Sun - 1993", "wesley snipes"
"Born July 31, 1962, he starred in the movie Streets of Gold - 1986", "wesley snipes"
"Born July 31, 1962, he starred in the movie Sugar Hill - 1994", "wesley snipes"
"Born July 31, 1962, he starred in the movie The Fan - 1996", "wesley snipes"
"Born July 31, 1962, he starred in the movie The Waterdance - 1992", "wesley snipes"
"Born July 31, 1962, he starred in the movie To Wong Foo, Thanks for Everything, Julie Newmar - 1995", "wesley snipes"
"Born July 31, 1962, he starred in the movie U.S. Marshals - 1998", "wesley snipes"
"Born July 31, 1962, he starred in the movie Waiting to Exhale - 1995", "wesley snipes"
"Born July 31, 1962, he starred in the movie White Men Can't Jump - 1992", "wesley snipes"
"Born July 31, 1962, he starred in the movie Wildcats - 1986", "wesley snipes"
"Born July 8, 1958, he starred in the movie A Few Good Men - 1992", "kevin bacon"
"Born July 8, 1958, he starred in the movie Apollo 13 - 1995", "kevin bacon"
"Born July 8, 1958, he starred in the movie Balto - 1995", "kevin bacon"
"Born July 8, 1958, he starred in the movie Criminal Law - 1988", "kevin bacon"
"Born July 8, 1958, he starred in the movie Digging to China - 1998", "kevin bacon"
"Born July 8, 1958, he starred in the movie Diner - 1982", "kevin bacon"
"Born July 8, 1958, he starred in the movie End of the Line - 1988", "kevin bacon"
"Born July 8, 1958, he starred in the movie Enormous Changes at the Last Minute - 1985", "kevin bacon"
"Born July 8, 1958, he starred in the movie Flatliners - 1990", "kevin bacon"
"Born July 8, 1958, he starred in the movie Footloose - 1984", "kevin bacon"
"Born July 8, 1958, he starred in the movie Forty-Deuce - 1981", "kevin bacon"
"Born July 8, 1958, he starred in the movie Friday the 13th - 1980", "kevin bacon"
"Born July 8, 1958, he starred in the movie He Said, She Said - 1991", "kevin bacon"
"Born July 8, 1958, he starred in the movie Hero at Large - 1980", "kevin bacon"
"Born July 8, 1958, he starred in the movie JFK - 1991", "kevin bacon"
"Born July 8, 1958, he starred in the movie Lemon Sky - 1987", "kevin bacon"
"Born July 8, 1958, he starred in the movie Murder in the First - 1995", "kevin bacon"
"Born July 8, 1958, he starred in the movie National Lampoon's Animal House - 1978", "kevin bacon"
"Born July 8, 1958, he starred in the movie Only When I Laugh - 1981", "kevin bacon"
"Born July 8, 1958, he starred in the movie Picture Perfect - 1997", "kevin bacon"
"Born July 8, 1958, he starred in the movie Planes, Trains and Automobiles - 1987", "kevin bacon"
"Born July 8, 1958, he starred in the movie Pyrates - 1991", "kevin bacon"
"Born July 8, 1958, he starred in the movie Queens Logic - 1991", "kevin bacon"
"Born July 8, 1958, he starred in the movie Quicksilver - 1986", "kevin bacon"
"Born July 8, 1958, he starred in the movie She's Having a Baby - 1988", "kevin bacon"
"Born July 8, 1958, he starred in the movie Sleepers - 1996", "kevin bacon"
"Born July 8, 1958, he starred in the movie Starting Over - 1979", "kevin bacon"
"Born July 8, 1958, he starred in the movie Stir of Echoes - 1999", "kevin bacon"
"Born July 8, 1958, he starred in the movie Telling Lies in America - 1997", "kevin bacon"
"Born July 8, 1958, he starred in the movie The Air Up There - 1994", "kevin bacon"
"Born July 8, 1958, he starred in the movie The Big Picture - 1989", "kevin bacon"
"Born July 8, 1958, he starred in the movie The Demon Murder Case - 1983", "kevin bacon"
"Born July 8, 1958, he starred in the movie The River Wild - 1994", "kevin bacon"
"Born July 8, 1958, he starred in the movie Tremors - 1989", "kevin bacon"
"Born July 8, 1958, he starred in the movie White Water Summer - 1987", "kevin bacon"
"Born July 8, 1958, he starred in the movie Wild Things - 1998", "kevin bacon"
"Born july 9, 1956, he starred in the movie a league of their own - 1992", "tom hanks"
"Born july 9, 1956, he starred in the movie apollo 13 - 1995", "tom hanks"
"Born july 9, 1956, he starred in the movie bachelor party - 1984", "tom hanks"
"Born july 9, 1956, he starred in the movie big - 1988", "tom hanks"
"Born july 9, 1956, he starred in the movie dragnet - 1987", "tom hanks"
"Born july 9, 1956, he starred in the movie every time we say goodbye - 1986", "tom hanks"
"Born july 9, 1956, he starred in the movie forrest gump - 1994", "tom hanks"
"Born july 9, 1956, he starred in the movie he knows you're alone - 1981", "tom hanks"
"Born july 9, 1956, he starred in the movie joe versus the volcano - 1990", "tom hanks"
"Born july 9, 1956, he starred in the movie nothing in common - 1986", "tom hanks"
"Born july 9, 1956, he starred in the movie philadelphia - 1993", "tom hanks"
"Born july 9, 1956, he starred in the movie punchline - 1988", "tom hanks"
"Born july 9, 1956, he starred in the movie radio flyer - 1992", "tom hanks"
"Born july 9, 1956, he starred in the movie rona jaffe's mazes and monsters - 1982", "tom hanks"
"Born july 9, 1956, he starred in the movie saving private ryan - 1998", "tom hanks"
"Born july 9, 1956, he starred in the movie sleepless in seattle - 1993", "tom hanks"
"Born july 9, 1956, he starred in the movie splash - 1984", "tom hanks"
"Born july 9, 1956, he starred in the movie that thing you do! - 1996", "tom hanks"
"Born july 9, 1956, he starred in the movie the 'burbs - 1989", "tom hanks"
"Born july 9, 1956, he starred in the movie the bonfire of the vanities - 1990", "tom hanks"
"Born july 9, 1956, he starred in the movie the celluloid closet - 1996", "tom hanks"
"Born july 9, 1956, he starred in the movie the green mile - 1999", "tom hanks"
"Born july 9, 1956, he starred in the movie the man with one red shoe - 1985", "tom hanks"
"Born july 9, 1956, he starred in the movie the money pit - 1986", "tom hanks"
"Born july 9, 1956, he starred in the movie toy story - 1995", "tom hanks"
"Born july 9, 1956, he starred in the movie toy story 2 - 1999", "tom hanks"
"Born july 9, 1956, he starred in the movie turner and hooch - 1989", "tom hanks"
"Born july 9, 1956, he starred in the movie volunteers - 1985", "tom hanks"
"Born july 9, 1956, he starred in the movie you've got mail - 1998", "tom hanks"
"Born july, 1916 - she played melanie wilkes in gone with the wind", "olivia dehavilland"
"Born Jun 22, 1949, She starred in the movie A Century of Cinema - 1994", "meryl streep"
"Born Jun 22, 1949, She starred in the movie A Cry in the Dark - 1988", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Before and After - 1996", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Dancing at Lughnasa - 1998", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Death Becomes Her - 1992", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Defending Your Life - 1991", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Falling in Love - 1984", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Heartburn - 1986", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Ironweed - 1987", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Julia - 1977", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Kramer vs. Kramer - 1979", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Manhattan - 1979", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Marvin's Room - 1996", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Music of the Heart - 1999", "meryl streep"
"Born Jun 22, 1949, She starred in the movie One True Thing - 1998", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Out of Africa - 1985", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Plenty - 1985", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Postcards From the Edge - 1990", "meryl streep"
"Born Jun 22, 1949, She starred in the movie She-Devil - 1989", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Silkwood - 1983", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Sophie's Choice - 1982", "meryl streep"
"Born Jun 22, 1949, She starred in the movie Still of the Night - 1982", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The Bridges of Madison County - 1995", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The Deadliest Season - 1977", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The Deer Hunter - 1978", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The French Lieutenant's Woman - 1981", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The House of the Spirits - 1993", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The River Wild - 1994", "meryl streep"
"Born Jun 22, 1949, She starred in the movie The Seduction of Joe Tynan - 1979", "meryl streep"
"Born June 1, 1926, She starred in the movie All About Eve - 1950", "marilyn monroe"
"Born June 1, 1926, She starred in the movie As Young as You Feel - 1951", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Bus Stop - 1956", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Clash by Night - 1952", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Don't Bother to Knock - 1952", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Gentlemen Prefer Blondes - 1953", "marilyn monroe"
"Born June 1, 1926, She starred in the movie How To Marry a Millionaire - 1953", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Ladies of the Chorus - 1949", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Let's Make It Legal - 1951", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Let's Make Love - 1960", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Love Happy - 1949", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Love Nest - 1951", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Marilyn - 1963", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Monkey Business - 1952", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Niagara - 1953", "marilyn monroe"
"Born June 1, 1926, She starred in the movie O. Henry's Full House - 1952", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Right Cross - 1950", "marilyn monroe"
"Born June 1, 1926, She starred in the movie River of No Return - 1954", "marilyn monroe"
"Born June 1, 1926, She starred in the movie Some Like It Hot - 1959", "marilyn monroe"
"Born June 1, 1926, She starred in the movie The Asphalt Jungle - 1950", "marilyn monroe"
"Born June 1, 1926, She starred in the movie The Fireball - 1950", "marilyn monroe"
"Born June 1, 1926, She starred in the movie The Misfits - 1961", "marilyn monroe"
"Born June 1, 1926, She starred in the movie The Prince and the Showgirl - 1957", "marilyn monroe"
"Born June 1, 1926, She starred in the movie The Seven Year Itch - 1955", "marilyn monroe"
"Born June 1, 1926, She starred in the movie There's No Business Like Show Business - 1954", "marilyn monroe"
"Born June 1, 1926, She starred in the movie We're Not Married - 1952", "marilyn monroe"
"Born June 10, 1922, She starred in the movie A Child Is Waiting - 1963", "judy garland"
"Born June 10, 1922, She starred in the movie A Star Is Born - 1954", "judy garland"
"Born June 10, 1922, She starred in the movie Andy Hardy Meets a Debutante - 1940", "judy garland"
"Born June 10, 1922, She starred in the movie Babes in Arms - 1939", "judy garland"
"Born June 10, 1922, She starred in the movie Babes on Broadway - 1941", "judy garland"
"Born June 10, 1922, She starred in the movie Broadway Melody of 1938 - 1937", "judy garland"
"Born June 10, 1922, She starred in the movie Easter Parade - 1948", "judy garland"
"Born June 10, 1922, She starred in the movie Everybody Sing - 1938", "judy garland"
"Born June 10, 1922, She starred in the movie For Me and My Gal - 1942", "judy garland"
"Born June 10, 1922, She starred in the movie Girl Crazy - 1943", "judy garland"
"Born June 10, 1922, She starred in the movie I Could Go On Singing - 1963", "judy garland"
"Born June 10, 1922, She starred in the movie In the Good Old Summertime - 1949", "judy garland"
"Born June 10, 1922, She starred in the movie Judgment at Nuremberg - 1961", "judy garland"
"Born June 10, 1922, She starred in the movie Life Begins for Andy Hardy - 1941", "judy garland"
"Born June 10, 1922, She starred in the movie Listen, Darling - 1938", "judy garland"
"Born June 10, 1922, She starred in the movie Little Nellie Kelly - 1940", "judy garland"
"Born June 10, 1922, She starred in the movie Love Finds Andy Hardy - 1938", "judy garland"
"Born June 10, 1922, She starred in the movie Meet Me in St. Louis - 1944", "judy garland"
"Born June 10, 1922, She starred in the movie Pepe - 1960", "judy garland"
"Born June 10, 1922, She starred in the movie Pigskin Parade - 1936", "judy garland"
"Born June 10, 1922, She starred in the movie Presenting Lily Mars - 1943", "judy garland"
"Born June 10, 1922, She starred in the movie Summer Stock - 1950", "judy garland"
"Born June 10, 1922, She starred in the movie That's Entertainment - 1974", "judy garland"
"Born June 10, 1922, She starred in the movie That's Entertainment, Part 2 - 1976", "judy garland"
"Born June 10, 1922, She starred in the movie The Clock - 1945", "judy garland"
"Born June 10, 1922, She starred in the movie The Harvey Girls - 1945", "judy garland"
"Born June 10, 1922, She starred in the movie The Pirate - 1948", "judy garland"
"Born June 10, 1922, She starred in the movie The Wizard of Oz - 1939", "judy garland"
"Born June 10, 1922, She starred in the movie Thoroughbreds Don't Cry - 1937", "judy garland"
"Born June 10, 1922, She starred in the movie Till the Clouds Roll By - 1946", "judy garland"
"Born June 10, 1922, She starred in the movie Ziegfeld Follies - 1946", "judy garland"
"Born June 10, 1922, She starred in the movie Ziegfeld Girl - 1941", "judy garland"
"Born June 10, 1965, She starred in the movie Aria - 1987", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Beyond Bedlam - 1993", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Dangerous Ground - 1997", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Der Skipper - 1990", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie EDtv - 1999", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie El Largo Invierno - 1991", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Mad Dogs and Englishmen - 1995", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie My Favorite Martian - 1999", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Passenger 57 - 1992", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Permanent Midnight - 1998", "elizabeth hurley"
"Born June 10, 1965, She starred in the movie Rowing With the Wind - 1988", "elizabeth hurley"
"Born june 20, 1909 - he starred in the classic robin hood", "errol flynn"
"Born June 20, 1967, She starred in the movie Archer - 1986", "nicole kidman"
"Born June 20, 1967, She starred in the movie Archer's Adventure - 1985", "nicole kidman"
"Born June 20, 1967, She starred in the movie Batman Forever - 1995", "nicole kidman"
"Born June 20, 1967, She starred in the movie Billy Bathgate - 1991", "nicole kidman"
"Born June 20, 1967, She starred in the movie BMX Bandits - 1983", "nicole kidman"
"Born June 20, 1967, She starred in the movie Days of Thunder - 1990", "nicole kidman"
"Born June 20, 1967, She starred in the movie Dead Calm - 1989", "nicole kidman"
"Born June 20, 1967, She starred in the movie Emerald City - 1990", "nicole kidman"
"Born June 20, 1967, She starred in the movie Eyes Wide Shut - 1999", "nicole kidman"
"Born June 20, 1967, She starred in the movie Far and Away - 1992", "nicole kidman"
"Born June 20, 1967, She starred in the movie Malice - 1993", "nicole kidman"
"Born June 20, 1967, She starred in the movie My Life - 1993", "nicole kidman"
"Born June 20, 1967, She starred in the movie Night Master - 1987", "nicole kidman"
"Born June 20, 1967, She starred in the movie Practical Magic - 1998", "nicole kidman"
"Born June 20, 1967, She starred in the movie Room To Move - 1985", "nicole kidman"
"Born June 20, 1967, She starred in the movie The Peacemaker - 1997", "nicole kidman"
"Born June 20, 1967, She starred in the movie The Portrait of a Lady - 1996", "nicole kidman"
"Born June 20, 1967, She starred in the movie The Wacky World of Wills and Burke - 1985", "nicole kidman"
"Born June 20, 1967, She starred in the movie To Die For - 1995", "nicole kidman"
"Born June 20, 1967, She starred in the movie Watch the Shadows Dance - 1987", "nicole kidman"
"Born June 20, 1967, She starred in the movie Wills and Burke - 1985", "nicole kidman"
"Born June 20, 1967, She starred in the movie Windrider - 1986", "nicole kidman"
"Born June 4, 1975, She starred in the movie Foxfire - 1996", "angelina jolie"
"Born June 4, 1975, She starred in the movie Girl, Interrupted - 1999", "angelina jolie"
"Born June 4, 1975, She starred in the movie Gone in 60 Seconds - 2000", "angelina jolie"
"Born June 4, 1975, She starred in the movie Hackers - 1995", "angelina jolie"
"Born June 4, 1975, She starred in the movie Hell's Kitchen - 1999", "angelina jolie"
"Born June 4, 1975, She starred in the movie Lookin' to Get Out - 1982", "angelina jolie"
"Born June 4, 1975, She starred in the movie Love Is All There Is - 1996", "angelina jolie"
"Born June 4, 1975, She starred in the movie Mojave Moon - 1996", "angelina jolie"
"Born June 4, 1975, She starred in the movie Playing by Heart - 1998", "angelina jolie"
"Born June 4, 1975, She starred in the movie Playing God - 1997", "angelina jolie"
"Born June 4, 1975, She starred in the movie Pushing Tin - 1999", "angelina jolie"
"Born June 4, 1975, She starred in the movie The Bone Collector - 1999", "angelina jolie"
"Born June 4, 1975, She starred in the movie Without Evidence - 1995", "angelina jolie"
"Born Leonard Slighe (Slye sp.), he was the trigger-man in many films and tv", "roy rogers"
"Born Mar 10,1958, She starred in the movie Above the Law - 1988", "sharon stone"
"Born Mar 10,1958, She starred in the movie Action Jackson - 1988", "sharon stone"
"Born Mar 10,1958, She starred in the movie Allan Quartermain and the Lost City of Gold - 1987", "sharon stone"
"Born Mar 10,1958, She starred in the movie Antz - 1998", "sharon stone"
"Born Mar 10,1958, She starred in the movie Basic Instinct - 1992", "sharon stone"
"Born Mar 10,1958, She starred in the movie Beyond the Stars - 1989", "sharon stone"
"Born Mar 10,1958, She starred in the movie Blood and Sand - 1989", "sharon stone"
"Born Mar 10,1958, She starred in the movie Bolero - 1982", "sharon stone"
"Born Mar 10,1958, She starred in the movie Casino - 1995", "sharon stone"
"Born Mar 10,1958, She starred in the movie Catwalk - 1995", "sharon stone"
"Born Mar 10,1958, She starred in the movie Cold Steel - 1988", "sharon stone"
"Born Mar 10,1958, She starred in the movie Deadly Blessing - 1981", "sharon stone"
"Born Mar 10,1958, She starred in the movie Diabolique - 1996", "sharon stone"
"Born Mar 10,1958, She starred in the movie Diary of a Hitman - 1992", "sharon stone"
"Born Mar 10,1958, She starred in the movie Gloria - 1999", "sharon stone"
"Born Mar 10,1958, She starred in the movie He Said, She Said - 1991", "sharon stone"
"Born Mar 10,1958, She starred in the movie Intersection - 1994", "sharon stone"
"Born Mar 10,1958, She starred in the movie Irreconcilable Differences - 1984", "sharon stone"
"Born Mar 10,1958, She starred in the movie King Solomon's Mines - 1985", "sharon stone"
"Born Mar 10,1958, She starred in the movie Last Action Hero - 1993", "sharon stone"
"Born Mar 10,1958, She starred in the movie Last Dance - 1996", "sharon stone"
"Born Mar 10,1958, She starred in the movie Scissors - 1991", "sharon stone"
"Born Mar 10,1958, She starred in the movie Simpatico - 1999", "sharon stone"
"Born Mar 10,1958, She starred in the movie Sliver - 1993", "sharon stone"
"Born Mar 10,1958, She starred in the movie Sphere - 1998", "sharon stone"
"Born Mar 10,1958, She starred in the movie Stardust Memories - 1980", "sharon stone"
"Born Mar 10,1958, She starred in the movie Tears in the Rain - 1995", "sharon stone"
"Born Mar 10,1958, She starred in the movie The Calendar Girl Murders - 1984", "sharon stone"
"Born Mar 10,1958, She starred in the movie The Mighty - 1998", "sharon stone"
"Born Mar 10,1958, She starred in the movie The Muse - 1999", "sharon stone"
"Born Mar 10,1958, She starred in the movie The Quick and the Dead - 1995", "sharon stone"
"Born Mar 10,1958, She starred in the movie The Specialist - 1994", "sharon stone"
"Born Mar 10,1958, She starred in the movie The Vegas Strip Wars - 1984", "sharon stone"
"Born Mar 10,1958, She starred in the movie Total Recall - 1990", "sharon stone"
"Born Mar 10,1958, She starred in the movie Where Sleeping Dogs Lie - 1993", "sharon stone"
"Born Mar 10,1958, She starred in the movie Year of the Gun - 1991", "sharon stone"
"Born Mar 14, 1947, he starred in the movie A Century of Cinema - 1994", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Analyze This - 1999", "billy crystal"
"Born Mar 14, 1947, he starred in the movie City Slickers - 1991", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Deconstructing Harry - 1997", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Fathers' Day - 1997", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Forget Paris - 1995", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Get Bruce - 1999", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Hamlet - 1996", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Memories of Me - 1988", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Mr. Saturday Night - 1992", "billy crystal"
"Born Mar 14, 1947, he starred in the movie My Giant - 1998", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Rabbit Test - 1978", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Running Scared - 1986", "billy crystal"
"Born Mar 14, 1947, he starred in the movie The Princess Bride - 1987", "billy crystal"
"Born Mar 14, 1947, he starred in the movie Throw Momma From the Train - 1987", "billy crystal"
"Born Mar 14, 1947, he starred in the movie When Harry Met Sally ... - 1989", "billy crystal"
"Born Mar 17, 1951, he starred in the movie Amber Waves - 1980", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Backdraft - 1991", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Big Trouble in Little China - 1986", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Breakdown - 1997", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Captain Ron - 1992", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Charley and the Angel - 1973", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Christmas Miracle in Caulfield U.S.A. - 1977", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Elvis! - 1979", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Escape From New York - 1981", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Executive Decision - 1996", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Follow Me, Boys! - 1966", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Fool's Parade/Dynamite Man From Glory Jail - 1971", "kurt russell"
"Born Mar 17, 1951, he starred in the movie It Happened at the World's Fair - 1963", "kurt russell"
"Born Mar 17, 1951, he starred in the movie John Carpenter's Escape From L.A. - 1996", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Mosby's Marauders - 1966", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Now You See Him, Now You Don't - 1972", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Overboard - 1987", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Search for the Gods - 1975", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Silkwood - 1983", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Soldier - 1998", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Spy Busters - 1969", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Stargate - 1994", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Superdad - 1974", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Swing Shift - 1984", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Tango and Cash - 1989", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Tequila Sunrise - 1988", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Absent-Minded Professor - 1961", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Barefoot Executive - 1971", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Best of Times - 1986", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Computer Wore Tennis Shoes - 1970", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Deadly Tower - 1975", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Guns of Diablo - 1964", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Horse in the Gray Flannel Suit - 1968", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Longest Drive - 1976", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Mean Season - 1985", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The One and Only, Genuine, Original Family Band - 1968", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Quest - 1976", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Strongest Man in the World - 1975", "kurt russell"
"Born Mar 17, 1951, he starred in the movie The Thing - 1983", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Tombstone - 1993", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Unlawful Entry - 1992", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Used Cars - 1980", "kurt russell"
"Born Mar 17, 1951, he starred in the movie Winter People - 1989", "kurt russell"
"Born Mar 19, 1955, he starred in the movie 12 Monkeys - 1995", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Armageddon - 1998", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Billy Bathgate - 1991", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Blind Date - 1987", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Breakfast of Champions - 1999", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Color of Night - 1994", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Death Becomes Her - 1992", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Die Hard - 1988", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Die Hard With a Vengeance - 1995", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Four Rooms - 1995", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Hudson Hawk - 1991", "bruce willis"
"Born Mar 19, 1955, he starred in the movie In Country - 1989", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Last Man Standing - 1996", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Look Who's Talking - 1989", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Look Who's Talking Too - 1990", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Mercury Rising - 1998", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Moonlighting - 1985", "bruce willis"
"Born Mar 19, 1955, he starred in the movie Mortal Thoughts - 1991", "bruce willis"
